name,zip_code,email
CHEF-BOUTONNE,79110,mairie-chefboutonne@paysmellois.org
CHENAY,79120,mairiechenay@wanadoo.fr
CHERIGNE,79170,mairie-cherigne@wanadoo.fr
CHERVEUX,79410,mairie.cherveux@wanadoo.fr
CHEY,79120,commune-de-chey@wanadoo.fr
CHICHE,79350,MAIRIE-DE-CHICHE@wanadoo.fr
CHIZE,79170,mairie.chize@wanadoo.fr
CIRIERES,79140,mairie.cirieres@wanadoo.fr
CLAVE,79420,mairie-clave@cc-pays-sud-gatine.fr
CLESSE,79350,communeclesse@wanadoo.fr
CLUSSAIS-LA-POMMERAIE,79190,mairie-clussaislapommeraie@paysmellois.org
COMBRAND,79140,mairie.combrand@wanadoo.fr
COULON,79510,maire@ville-coulon.fr
COULONGES-SUR-L'AUTIZE,79160,mairie-coulonges-sur-lautize@wanadoo.fr
COULONGES-THOUARSAIS,79330,Mairie.coulongesthouarsais@wanadoo.fr
COURLAY,79440,MAIRIE.de.COURLAY@wanadoo.fr
COURS,79220,mairiedecours79@wanadoo.fr
COUTIERES,79340,mairie.coutieres@wanadoo.fr
COUTURE-D'ARGENSON,79110,mairie-couture-argenson@paysmellois.org
CREZIERES,79110,mairie-crezieres@paysmellois.org
DOUX,79390,mairie.doux@wanadoo.fr
ECHIRE,79410,mairie.echire@wanadoo.fr
ENSIGNE,79170,""
EPANNES,79270,epannes@wanadoo.fr
ETUSSON,79150,mairie-etusson@wanadoo.fr
EXIREUIL,79400,exireuilmairie@wanadoo.fr
EXOUDUN,79800,mairie.exoudun@wanadoo.fr
FAYE-L'ABBESSE,79350,MAIRIE-DE-FAYE-LABBESSE@WANADOO.FR
FAYE-SUR-ARDIN,79160,mairie.fayesurardin@wanadoo.fr
FENERY,79450,commune.fenery@wanadoo.fr
FENIOUX,79160,mairie-fenioux@wanadoo.fr
FOMPERRON,79340,mairie.fomperron@wanadoo.fr
FONTENILLE-SAINT-MARTIN-D'ENTRAIGUES,79110,mairie-stmartinentraigues@wanadoo.fr
FORS,79230,mairie.de.fors@wanadoo.fr
FRANCOIS,79260,mairie.francois@wanadoo.fr
FRESSINES,79370,mairie-fressines@wanadoo.fr
FRONTENAY-ROHAN-ROHAN,79270,services.mairie@frontenay-rohan-rohan.com
GEAY,79330,mairie-de-geay@wanadoo.fr
GENNETON,79150,mairiede-genneton@wanadoo.fr
GERMOND-ROUVRE,79220,mairie@germond-rouvre.fr
GLENAY,79330,mairie.de.glenay@wanadoo.fr
GOURGE,79200,mairie.gourge79@orange.fr
GOURNAY-LOIZE,79110,mairie-gournay@paysmellois.org
GRANZAY-GRIPT,79360,COMMUNE-DE-GRANZAY-GRIPT@wanadoo.fr
HANC,79110,mairie-hanc@paysmellois.org
IRAIS,79600,mairie-irais@cc-airvaudais.fr
JUILLE,79170,mairie-juille@paysmellois.org
JUSCORPS,79230,juscorps.79.mairie@wanadoo.fr
LA-BATAILLE,79110,mairie-labataille@paysmellois.org
LA-BOISSIERE-EN-GATINE,79310,mairie-boissiere@cc-pays-sud-gatine.fr
L'ABSIE,79240,absie@terre-de-sevre.org
LA-CHAPELLE-BATON,79220,mairie.79chapbat@orange.fr
LA-CHAPELLE-BERTRAND,79200,mairie-chap-ber@cc-parthenay.fr
LA-CHAPELLE-GAUDIN,79300,mairie-de-la-chapelle.gaudin@wanadoo.fr
LA-CHAPELLE-POUILLOUX,79190,mairie-lachapellepouilloux@paysmellois.org
LA-CHAPELLE-SAINT-ETIENNE,79240,chapellestet@terre-de-sevre.org
LA-CHAPELLE-SAINT-LAURENT,79430,mairie.chapellestlaurent@wanadoo.fr
LA-CHAPELLE-THIREUIL,79160,chapellethireuil@wanadoo.fr
LA-COUARDE,79800,""
LA-COUDRE,79150,mairie.la.coudre@wanadoo.fr
LA-CRECHE,79260,la.creche@wanadoo.fr
LA-FERRIERE-EN-PARTHENAY,79390,mairie-la-ferriere@wanadoo.fr
LA-FORET-SUR-SEVRE,79380,mairie.la.foret@wanadoo.fr
LA-FOYE-MONJAULT,79360,mairie.foye.monjault@wanadoo.fr
LAGEON,79200,communelageon@wanadoo.fr
LA-MOTHE-SAINT-HERAY,79800,lamothe.mairie@wanadoo.fr
LA-PETITE-BOISSIERE,79700,mairie-de-la-petite-boissiere@wanadoo.fr
LA-PEYRATTE,79200,mairie@lapeyratte.net
LARGEASSE,79240,largeasse@terre-de-sevre.org
LA-ROCHENARD,79270,mairie.la.rochenard@wanadoo.fr
LE-BEUGNON,79130,mairie-le-beugnon@cc-parthenay.fr
LE-BOURDET,79210,communedubourdet@orange.fr
LE-BREUIL-BERNARD,79320,mairie.breuil-bernard@orange.fr
LE-BREUIL-SOUS-ARGENTON,79150,mairie-du-breuil@wanadoo.fr
LE-BUSSEAU,79240,communebusseau@wanadoo.fr
LE-CHILLOU,79600,mairie.lechillou@wanadoo.fr
LE-PIN,79140,commune.le.pin.79@wanadoo.fr
LE-RETAIL,79130,mairieleretail@wanadoo.fr
LES-ALLEUDS,79190,mairie-lesalleuds@paysmellois.org
LES-FORGES,79340,mairie-lesforges@orange.fr
LES-FOSSES,79360,mairie-lesfosses@paysmellois.org
LES-GROSEILLERS,79220,mairie-groseillers@cc-pays-sud-gatine.fr
LE-TALLUD,79200,MAIRIE_LE_TALLUD@cc-parthenay.fr
LE-VANNEAU-IRLEAU,79270,mairie.vanneau-irleau@orange.fr
LE-VERT,79170,mairie-levert@paysmellois.org
LEZAY,79120,secretariat@mairie-lezay.fr
LHOUMOIS,79390,""
LIMALONGES,79190,mairie.limalonges@wanadoo.fr
LORIGNE,79190,mairie-lorigne@paysmellois.org
LOUBIGNE,79110,mairie-loubigne@paysmellois.org
LOUBILLE,79110,mairie-loubille@paysmellois.org
LOUIN,79600,mairie-79-louin@wanadoo.fr
LOUZY,79100,mairie.louzy@cc-thouarsais.fr
LUCHE-SUR-BRIOUX,79170,mairie.luche.brioux@wanadoo.fr
LUCHE-THOUARSAIS,79330,mairie.luchethouarsais@wanadoo.fr
LUSSERAY,79170,mairie-lusseray@wanadoo.fr
LUZAY,79100,mairieluzay@wanadoo.fr
MAGNE,79460,mairie@ville-magne.fr
MAIRE-LEVESCAULT,79190,mairie-mairelevescault@paysmellois.org
MAISONNAIS,79500,mairie-maisonnais@paysmellois.org
MAISONTIERS,79600,mairiedemaisontiers@orange.fr
MARIGNY,79360,marignymairie@wanadoo.fr
MARNES,79600,mairie-marnes@cc-airvaudais.fr
MASSAIS,79150,mairie.massais@pays-thouarsais.com
MAULEON,79700,mairie@mauleon.fr
MAUZE-SUR-LE-MIGNON,79210,mairie@ville-mauze-mignon.fr
MAUZE-THOUARSAIS,79100,mauze-thouarsais @cc-thouarsais.fr
MAZIERES-EN-GATINE,79310,mairie-mazieres@cc-pays-sud-gatine.fr
MAZIERES-SUR-BERONNE,79500,mairie-mazieressurberonne@paysmellois.org
MELLE,79500,contact@ville-melle.fr
MELLERAN,79190,mairie-melleran@paysmellois.org
MENIGOUTE,79340,communedemenigoute@wanadoo.fr
MESSE,79120,""
MISSE,79100,mairie.de.misse@wanadoo.fr
MONCOUTANT,79320,moncoutant@terre-de-sevre.org
MONTALEMBERT,79190,commune-montalembert@wanadoo.fr
MONTRAVERS,79140,mairie.montravers@wanadoo.fr
MOUTIERS-SOUS-ARGENTON,79150,moutiers.mairie@wanadoo.fr
MOUTIERS-SOUS-CHANTEMERLE,79320,mairie.moutierssouschantemerle@orange.fr
NANTEUIL,79400,mairie.nanteuil.79@cegetel.net
NEUVY-BOUIN,79130,mairie-neuvy-bouin@cc-parthenay.fr
NIORT,79000,mairie@mairie-niort.fr
NUEIL-LES-AUBIERS,79250,""
OIRON,79100,mairie.oiron@wanadoo.fr
OROUX,79390,mairie-oroux@cc-parthenay.fr
PAIZAY-LE-CHAPT,79170,mairie-paizaylechapt@paysmellois.org
PAIZAY-LE-TORT,79500,mairie-paizayletort@paysmellois.org
PAMPLIE,79220,mairie-de-pamplie@wanadoo.fr
PAMPROUX,79800,mairie.pamproux@wanadoo.fr
PARTHENAY,79200,mairie-parthenay@cc-parthenay.fr
PAS-DE-JEU,79100,mairie.pasdejeu@wibox.fr  
PERIGNE,79170,mairie-perigne@paysmellois.org
PERS,79190,""
PIERREFITTE,79330,pierrefitte@wanadoo.fr
PIOUSSAY,79110,mairie-pioussay@paysmellois.org
PLIBOU,79190,mairie-plibou@paysmellois.org
POMPAIRE,79200,Mairie_pompaire@cc-parthenay.fr
POUFFONDS,79500,mairie.pouffonds@wanadoo.fr
POUGNE-HERISSON,79130,mairie-pougneherisson@wanadoo.fr
PRAHECQ,79230,mairie.prahecq@wanadoo.fr
PRAILLES,79370,mairie-prailles@paysmellois.org
PRESSIGNY,79390,pressigny.mairie@orange.fr
PRIAIRES,79210,communedepriaires@orange.fr
PRIN-DEYRANCON,79210,Prindey-mairie@wanadoo.fr
PRISSE-LA-CHARRIERE,79360,mairie-prisse-la-charriere@wanadoo.fr
PUGNY,79320,mairiepugny@wanadoo.fr
REFFANNES,79420,mairie-reffannes@cc-parthenay.fr
ROM,79120,mairie-rom@paysmellois.org
ROMANS,79260,mairie.romans884@orange.fr
SAINT-AMAND-SUR-SEVRE,79700,mairie.saint.amand.sur.sevre@wanadoo.fr
SAINT-ANDRE-SUR-SEVRE,79380,mairie-saint-andre-sur-sevre@wanadoo.fr
SAINT-AUBIN-DU-PLAIN,79300,mairie-st-aubin@wanadoo.fr
SAINT-AUBIN-LE-CLOUD,79450,mairie.staubinlecld@wanadoo.fr
SAINT-CHRISTOPHE-SUR-ROC,79220,mairiestchristophesurroc@orange.fr
SAINT-CLEMENTIN,79150,mairie-st-clementin@orange.fr
SAINT-COUTANT,79120,mairie-stcoutant@paysmellois.org
SAINT-CYR-LA-LANDE,79100,mairie-de-st-cyr-la-lande@wanadoo.fr
SAINTE-BLANDINE,79370,mairie-steblandine@paysmellois.org
SAINTE-EANNE,79800,mairiesainteeanne@wanadoo.fr
SAINTE-GEMME,79330,mairie.sainte.gemme@orange.fr
SAINTE-NEOMAYE,79260,mairie.sainte-neomaye@wanadoo.fr
SAINTE-OUENNE,79220,ste-ouenne.mairie@wanadoo.fr
SAINTE-RADEGONDE-DES-POMMIERS,79100,mairie.ste-radegonde@wanadoo.fr
SAINTE-SOLINE,79120,mairie.saintesoline@wanadoo.fr
SAINT-ETIENNE-LA-CIGOGNE,79360,saintetiennelacigogne@orange.fr
SAINTE-VERGE,79100,mairie-sainte-verge@wanadoo.fr
SAINT-GELAIS,79410,mairie-st-gelais@wanadoo.fr
SAINT-GENARD,79500,mairie.st-genard@wanadoo.fr
SAINT-GENEROUX,79600,Mairie-St-Generoux@cc-airvaudais.fr
SAINT-GEORGES-DE-NOISNE,79400,mairie-stgeorges@cc-pays-sud-gatine.fr
SAINT-GEORGES-DE-REX,79210,saint-georges-de-rex@agglo-niort.fr
SAINT-GERMAIN-DE-LONGUE-CHAUME,79200,mairie-stgermain2@wanadoo.fr
SAINT-GERMIER,79340,saintgermier.mairie@orange.fr
SAINT-HILAIRE-LA-PALUD,79210,mairie-sthilaire-la-palud@wanadoo.fr
SAINT-JACQUES-DE-THOUARS,79100,communestjacquesthouars79@orange.fr
SAINT-JEAN-DE-THOUARS,79100,mairie.st-jean@thouars-communaute.fr
SAINT-JOUIN-DE-MARNES,79600,mairie-stjouin@cc-airvaudais.fr
SAINT-JOUIN-DE-MILLY,79380,mairie-stjouindemilly@wanadoo.fr
SAINT-LAURS,79160,mairiestlaurs@wanadoo.fr
SAINT-LEGER-DE-LA-MARTINIERE,79500,mairiestlegerlamartiniere@wanadoo.fr
SAINT-LEGER-DE-MONTBRUN,79100,mairie.st-leger@cc-thouarsais.fr
SAINT-LIN,79420,mairie-stlin@cc-parthenay.fr
SAINT-LOUP-LAMAIRE,79600,mairie-st-loup-lamaire@wanadoo.fr
SAINT-MAIXENT-DE-BEUGNE,79160,st-maixent-beugne@wanadoo.fr
SAINT-MAIXENT-L'ECOLE,79400,contact@saint-maixent-lecole.fr
SAINT-MARC-LA-LANDE,79310,mairie-stmarc@cc-pays-sud-gatine.fr
SAINT-MARTIN-DE-BERNEGOUE,79230,mairie.st.martin.de.bernegoue@wanadoo.fr
SAINT-MARTIN-DE-MACON,79100,mairie.stmartindemacon@wanadoo.fr
SAINT-MARTIN-DE-SAINT-MAIXENT,79400,mairiestmartindestmaixent@wanadoo.fr
SAINT-MARTIN-DE-SANZAY,79290,mairie.saintmartindesanzay@wanadoo.fr
SAINT-MARTIN-DU-FOUILLOUX,79420,stmartindufouilloux.mairie@wanadoo.fr
SAINT-MARTIN-LES-MELLE,79500,mairie-stmartinlesmelle@paysmellois.org
SAINT-MAURICE-LA-FOUGEREUSE,79150,mairie-st-maurice-79@wanadoo.fr
SAINT-MAXIRE,79410,mairie-saint-maxire@orange.fr
SAINT-MEDARD,79370,mairie-stmedard@paysmellois.org
SAINT-PARDOUX,79310,mairie-stpardoux@cc-pays-sud-gatine.fr
SAINT-PAUL-EN-GATINE,79240,stpaulgatine@orange.fr
SAINT-PIERRE-DES-ECHAUBROGNES,79700,mairie.echaubrognes@wanadoo.fr
SAINT-POMPAIN,79160,mairie-st-pompain@wanadoo.fr
SAINT-REMY,79410,saint-remy@agglo-niort.fr
SAINT-ROMANS-DES-CHAMPS,79230,mairie.stromansdeschamps@wanadoo.fr
SAINT-ROMANS-LES-MELLE,79500,mairie-st-romans@mellecom.fr
SAINT-SYMPHORIEN,79270,stsymphorien.mairie@wanadoo.fr
SAINT-VARENT,79330,villesaintvarent@wanadoo.fr
SAINT-VINCENT-LA-CHATRE,79500,mairie-stvincent@paysmellois.org
SAIVRES,79400,mairie-de-saivres@wanadoo.fr
SALLES,79800,mairie.salles057@orange.fr
SANSAIS,79270,mairie-sansais@orange.fr
SAURAIS,79200,commune.de.saurais@cegetel.net
SAUZE-VAUSSAIS,79190,mairie.sauzevaussais@cegetel.net
SCIECQ,79000,mairie-de-sciecq@orange.fr
SCILLE,79240,communedescille@wanadoo.fr
SECONDIGNE-SUR-BELLE,79170,mairie-secondignesurbelle@paysmellois.org
SECONDIGNY,79130,secondigny@mairie-secondigny.fr
SELIGNE,79170,mairie-seligne@paysmellois.org
SEPVRET,79120,mairie-sepvret@paysmellois.org
SOMPT,79110,sompt.mairie@wanadoo.fr
SOUDAN,79800,SOUDAN2@wanadoo.fr
SOUTIERS,79310,mairie-soutiers@cc-pays-sud-gatine.fr
SOUVIGNE,79800,commune-souvigne@wanadoo.fr
SURIN,79220,surin.mairie@wanadoo.fr
TAIZE,79100,mairie.taize@cc-thouarsais.fr
TESSONNIERE,79600,mairie.tessonniere@wanadoo.fr
THENEZAY,79390,mairie-thenezay@cc-parthenay.fr
THORIGNY-SUR-LE-MIGNON,79360,mairie.thorigny-mignon@orange.fr
THOUARS,79100,info@ville-thouars.fr
TILLOU,79110,mairie-tillou@paysmellois.org
TOURTENAY,79100,mairie-tourtenay@wanadoo.fr
TRAYES,79240,trayes@terre-de-sevre.org
ULCOT,79150,ulcot@wanadoo.fr
USSEAU,79210,mairie.usseau@wanadoo.fr
VALLANS,79270,commune.vallans@orange.fr
VANCAIS,79120,mairie-vancais@paysmellois.org
VANZAY,79120,""
VASLES,79340,mairie-vasles@cc-parthenay.fr
VAUSSEROUX,79420,mairie-vausseroux@wanadoo.fr
VAUTEBIS,79420,mairie-vautebis@cc-parthenay.fr
VERNOUX-EN-GATINE,79240,communevernoux@orange.fr
VERNOUX-SUR-BOUTONNE,79170,mairie-vernouxsurboutonne@paysmellois.org
VERRUYES,79310,mairie-verruyes@cc-pays-sud-gatine.fr
VIENNAY,79200,mairie.viennay@wanadoo.fr
VILLEFOLLET,79170,mairie-villefollet@paysmellois.org
VILLEMAIN,79110,mairie-villemain@paysmellois.org
VILLIERS-EN-BOIS,79360,mairie.villiersenbois@wanadoo.fr
VILLIERS-EN-PLAINE,79160,communevilliersenplaine@orange.fr
VILLIERS-SUR-CHIZE,79170,mairie-villierssurchize@paysmellois.org
VITRE,79370,mairie-vitre@paysmellois.org
VOUHE,79310,mairie-vouhe@cc-pays-sud-gatine.fr
VOUILLE,79230,mairie-vouille79@wanadoo.fr
VOULTEGON,79150,mairie.voultegon@wanadoo.fr
XAINTRAY,79220,mairie.xaintray@wibox.fr
